1,https://www.nytimes.com/interactive/2023/08/25/business/shoptalk-fud-fear-uncertainty-doubt.html,Crypto Is Dead? Or Is That Just ‘Fud’? - The New York Times,2023-08-25T09:03:27.000Z,By David Yaffe-Bellany,"The acronym, which stands for “fear, uncertainty and doubt,” is used by crypto die-hards to dismiss any bad news about the industry, even when it is merited. ",Content not found,Business,Related to Blockchain
2,https://www.nytimes.com/explain/2022/cryptocurrency-guide/what-is-a-blockchain,New to the Crypto World? Here Are the Terms to Know. (Published 2022),2022-06-08T19:27:38.000Z,By The New York Times,null,"Cryptocurrencies have gone from a curiosity to a sizable force in finance, technology and culture, making them almost impossible to ignore. A range of players have embraced crypto, from individual speculators to major financial institutions, despite how volatile they are.. Some have generated vast riches, while others have destroyed huge amounts of wealth. When people talk about crypto, they may be referring to one of many different ideas and companies. The industry is booming and spawning an abundance of projects and new terms to go with them. The topic can be confusing, but the concept has also become ubiquitous. Learning the right terminology can help. Jump to: What is a Bitcoin? What is Bitcoin mining? What is a blockchain? What is Coinbase? What are cryptocurrencies? What is DeFi? What is an NFT? What is a stablecoin? What is web3? What is a Bitcoin? A Bitcoin is a digital token that can be sent electronically from one user to another, anywhere in the world. A Bitcoin can be divided out to eight decimal places, so you can send someone 0.00000001 Bitcoin. This smallest fraction of a Bitcoin � the penny of the Bitcoin world � is referred to as a Satoshi, named after the pseudonymous creator of Bitcoin. Bitcoin is also the name of the payment network on which this form of digital currency is stored and moved. Unlike traditional payment networks such as Visa, the Bitcoin network is not run by a single company or person. The system is run by a decentralized network of computers around the world that keep track of all Bitcoin transactions, similar to the way Wikipedia is maintained by a decentralized network of writers and editors. Bitcoin was introduced in 2008 by a creator who goes by the name Satoshi Nakamoto, who communicated with the rest of the world only by email and social messaging. While several people have been identified as possibly being Satoshi, the identity of the real Satoshi has not been confirmed. Satoshi created the original rules of the Bitcoin network and then shared the software with the rest of the world in 2009. The inventor largely disappeared from the public two years later. Once Satoshi had released the software, anyone could download and use it. This means Satoshi has no more control over the network now than anyone else. What is Bitcoin mining? Bitcoin mining refers to the process through which new Bitcoins are created and given to computers helping to maintain the network. The computers involved in Bitcoin mining are in a sort of computational race to process new transactions coming onto the network, solving complex math problems that require quintillions of numerical guesses per second. The winner of that race � generally the person with the fastest computers � gets a chunk of new Bitcoins. Since miners can earn rewards but are independent, this process is meant to incentivize participation and maintenance. There is generally a new winner about every 10 minutes, and this will continue until there are 21 million Bitcoins in the world. At that point, no new Bitcoins will be created. The network is expected to reach that cap in 2140. Every Bitcoin in existence was created through this method and initially given to a computer helping to maintain the records. In Bitcoin�s early years, a crypto enthusiast could mine coins by running software on a laptop. But as the digital assets have become more popular, the amount of power necessary to win the race and generate Bitcoins has soared. A single Bitcoin transaction now requires more than 2,000 kilowatt-hours of electricity, or enough energy to sustain the average U.S. household for 73 days, according to some estimates. ADVERTISEMENT SKIP ADVERTISEMENT What is a blockchain? A blockchain is a database that is maintained communally and that reliably stores digital information. The original blockchain was the database on which all Bitcoin transactions were stored. It was named �blockchain� because the transactions coming onto the network were grouped into blocks of data and then chained together using sophisticated math. After the Bitcoin blockchain had operated for a number of years, successfully storing every Bitcoin transaction and surviving numerous attacks from hackers, many programmers and entrepreneurs wondered if its design could be replicated to create other kinds of secure ledgers unrelated to Bitcoin. Companies and governments that don�t rely on currency have since begun using blockchain technology to store their data. Banks are building blockchains that can track payments between accounts, while governments are experimenting with using blockchains to store property records and votes. What is Coinbase? Coinbase is a platform that allows people and companies to buy and sell various digital currencies, including Bitcoin, for a transaction fee. It is similar to a stock exchange. Founded in San Francisco in 2012, Coinbase allows people and companies to buy and sell various digital currencies, including Bitcoin. In April 2021, Coinbase became the first major cryptocurrency company to list its shares on a U.S. stock exchange. Coinbase set itself apart from other early blockchain businesses by becoming one of the first to get a new special license, called the BitLicense, to run a virtual currency company in New York. In addition to providing the brokerage service for small investors, Coinbase also runs an exchange called GDAX, which is tailored to larger investors. What are cryptocurrencies? �Cryptocurrencies� is a term referring to the various virtual currencies that have been developed since Bitcoin was created. The most well-known cryptocurrencies are Ether, Dogecoin and Tether. Ether is the virtual currency used on the global computing network Ethereum, which operates according to rules defined by Ethereum software. Those rules allow the Ethereum network to be programmed to complete certain types of computing tasks, with every computer on the network completing the tasks simultaneously to ensure they are done correctly. Generally, the tasks involve money. The creator of Ethereum, Vitalik Buterin, has likened the network to a global smartphone that can be programmed to operate according to the apps built on top of it. The apps are called Dapps because they are run by a decentralized network of computers. Mr. Buterin was inspired by Bitcoin�s success to create Ethereum. But he set out to build something that could do more than Bitcoin: He wanted to build a system that would make it possible to program more complex financial transactions. With Ethereum, two companies can conduct transactions, such as settling a stock option on a shared computer, that allows them both to check the records. Dogecoin was created as a parody of cryptocurrency in 2013 by two friends who had met in a chat room. Named after a meme of an expressive dog, Dogecoin was meant to mock the self-serious cryptocurrencies of the time, many of which never took off. The joke did, though, and it spawned a community of enthusiasts who have kept it alive for years. Tether is the largest stablecoin, a type of cryptocurrency that is typically pegged to an existing government-backed currency. It is roughly half-invested in a type of short-term corporate debt called commercial paper. Show more ADVERTISEMENT SKIP ADVERTISEMENT What is DeFi? Decentralized Finance, or DeFi, refers to the universe of alternative financial services spawned by the development of cryptocurrencies. DeFi is an umbrella term for the part of the crypto universe that is geared toward building a new, internet-native financial system, using blockchains to replace traditional intermediaries like banks and trust mechanisms. It has allowed crypto businesses to move into more traditional banking territory, offering services such as lending and borrowing. Investors can earn interest on their holdings of digital currencies � often a lot more than they could on cash deposits in a bank � or borrow with crypto as collateral to back a loan. Crypto loans generally involve no credit checks since transactions are backed by digital assets. To send or receive money in the traditional financial system, you need intermediaries like banks or stock exchanges. In DeFi, those middlemen are replaced by software. As people trade directly with one another, blockchain-based �smart contracts� do the work of making markets, settling trades and ensuring that the entire process is fair and trustworthy. What is an NFT? A nonfungible token, or NFT, is a digital asset that establishes authenticity and ownership and can be verified on a blockchain network. An NFT is basically a way to claim ownership of a digital file: You can think of it as a certificate of authenticity you might get if you buy an expensive sculpture. The sculpture can be copied, forged or even stolen, but because you have the certificate of authenticity, you can theoretically prove that you are the owner of the original. NFTs make digital artworks unique and, therefore, sellable. Artists, musicians, influencers and sports franchises can use them to monetize digital goods that were previously cheap or free. The technology also responds to the art world�s need for authentication and provenance in an increasingly digital world, permanently linking a digital file to its creator. The technology for NFTs has been around since the mid-2010s but became mainstream in late 2017 with CryptoKitties, a site that allowed people to buy and �breed� limited-edition digital cats with cryptocurrency. Since then, investors have begun buying and trading NFTs, often for eye-popping prices. What is a stablecoin? A stablecoin is a type of cryptocurrency that is typically pegged to a stable asset, like the dollar or another government-backed currency. To promise holders that every $1 they put in will remain worth $1, stablecoin issuers hold a bundle of assets in reserve, usually short-term securities such as cash, government debt or commercial paper. Stablecoins are useful because they help lock in value at the time of transaction. This is important since cryptocurrencies are volatile and prone to price fluctuations. They form a bridge between traditional money and crypto, and are exploding in popularity as a practical and cheap way to make transactions in cryptocurrency. But many stablecoins are built more like slightly risky investments than like the dollars-and-cents cash they claim to be. And, so far, they are slipping through regulatory cracks. Regulators are concerned about stablecoins because they have exploded in popularity very quickly, and because many are backed by traditional reserves, they could and trigger a kind of bank run that would potentially pose risks in the wider financial system. There is also no consistent oversight of issuers or a standard for reserves, and as such different stablecoin issuers have different types of reserve backing, including more or less cash, treasuries, commercial paper, etc. There are a few kinds of stablecoins, including these digital assets backed by traditional reserves, others are collateralized by crypto and, finally, algorithmic stablecoins. The risk in algorithmic stablecoins � which depend on a mathematical formula devised by issuers and investor interest to maintain stability � was demonstrated in May when Terra/Luna crashed after the assumptions the algorithm was premised on did not pan out in the market and investors fled. ADVERTISEMENT SKIP ADVERTISEMENT What is web3? �Web3� is a term some technologists use to describe the idea of a new version of the web made up of blockchain-based platforms and services fueled by cryptocurrency. At its core, web3 aims to replace centralized corporate platforms with open protocols and decentralized, community-run networks. The term has been around for years, but it has become trendy in the past year or so. Packy McCormick, an investor who helped popularize web3, has defined it as �the internet owned by the builders and users, orchestrated with tokens.� Web3 is seen as the next evolution of web1 (the era in the 1990s and early 2000s during which the internet was made up of blogs, message boards and early portals like AOL and CompuServe) and web2 (a phase starting around 2005 or so, characterized by social media behemoths like Facebook, Twitter and YouTube). Proponents envision that web3 will take many forms, including decentralized social networks, �play-to-earn� video games that reward players with crypto tokens, and NFT platforms that allow people to buy and sell pieces of digital culture. The more idealistic ones say web3 will transform the internet as we know it, upending traditional gatekeepers and ushering in a new, middleman-free digital economy. But some critics believe that web3 is little more than a rebranding effort for crypto, with the aim of shedding crypto�s reputation as a place for rogues and rebels and convincing people that blockchains are the next phase of computing. Others believe it�s a dystopian vision of a pay-to-play internet in which every activity and social interaction becomes a financial instrument to be bought and sold.",Explain,Related to Blockchain
3,https://www.nytimes.com/2024/03/13/opinion/internet-web-3-tech.html,Opinion | Yes  the Internet Is Broken  but What Does a Fix Look Like? - The New York Times,2024-03-13T19:00:04.000Z,By Peter Coy,"There is no obvious way to reclaim control over the web from Big Tech, but technologists are trying.","Tuesday was the 35th anniversary of the day that Tim Berners-Lee of the European Organization for Nuclear Research wrote the memo proposing what became the World Wide Web. Queen Elizabeth II knighted him in 2004 for his achievement. I think it’s fair to say, though, that most people are not in the mood to celebrate what has become of Sir Timothy’s invention. It’s common to hear that the internet is broken and that social media is a dumpster fire. Recent case in point: On Wednesday the House voted to force the Chinese owners of TikTok to sell it, or be banned from the United States, on the grounds that it has become a channel for what the House majority leader called Chinese “data collection and propaganda.” Technology types are working on cures for what ails the internet, and their cures are, no surprise, technological. I’ve been reading up on some of them. A lot go in the right direction, but I haven’t seen anything that seems likely to fully solve the many problems of today’s internet, from invasions of privacy to incitements of violence. That’s a tall order. Fortunately, a lot of smart people are taking the issues seriously. Lasting solutions, if there are any, are likely to come from a combination of technological, legal and cultural approaches. Back to the nerds: On Tuesday Berners-Lee published an open letter on Medium that said the web was intended “to be a tool to empower humanity” that “was decentralized with a long tail of content and options.” In the past decade, though, he wrote, “instead of embodying these values, the web has instead played a part in eroding them.” Berners-Lee is developing and proselytizing for a new system that gives each person his or her own personal online-only data store, or POD for short. The PODs let people decide how their data is managed, used and shared. The Flanders region of Belgium has already authorized PODs for all of its citizens, Berners-Lee wrote. He co-founded a company, Inrupt, that’s built on the concept of PODs and the computer servers associated with them. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe.",Opinion,Related to Blockchain
4,https://www.nytimes.com/2022/12/01/opinion/blockchains-what-are-they-good-for.html,Opinion | Blockchains  What Are They Good For? - The New York Times,2022-12-02T00:00:09.000Z,By Paul Krugman,Growing evidence says: absolutely nothing. ,"A year ago Bitcoin and other cryptocurrencies were selling at record prices, with a combined market value of around $3 trillion; glossy ads featuring celebrities — most infamously Matt Damon’s “Fortune Favors the Brave” — filled the airwaves. Politicians, including, alas, the mayor of New York, raced to align themselves with what seemed to be the coming thing. Skeptics like yours truly were told that we just didn’t get it. Since then the prices of crypto assets have plunged, while a growing number of crypto institutions have collapsed amid allegations of scandal. The implosion of FTX, which appears to have used depositors’ money in an attempt to prop up a related trading firm, has made the most headlines, but it’s only one entry on a growing list. We are, many people say, going through a “crypto winter.” But that may understate the case. This is looking more and more like Fimbulwinter, the endless winter that, in Norse mythology, precedes the end of the world — in this case the crypto world, not just cryptocurrencies but the whole idea of organizing economic life around the famous “blockchain.” And the real question, it seems to me, is why so many people — not just naïve small investors, but also major financial and business players — bought into the belief that this bad idea was the wave of the future. A blockchain is a digital ledger associated with an asset, recording the history of transactions in that asset — who bought it from whom and so on. The asset could be a digital token like a Bitcoin, but it could also be a stock or even a physical thing like a shipping container. Ledgers, of course, are nothing new. What’s distinctive about blockchains is that the ledgers are supposed to be decentralized: They aren’t sitting on the computers of a single bank or other company; they’re in the public domain, sustained by protocols that induce many people to maintain records on many servers. These protocols are, everyone tells me, extremely clever. I’ll take their word for it. The question I’ve never heard or seen satisfactorily answered, however, is, “What’s the point?” Why go to the trouble and expense of maintaining a ledger in many places, and basically carrying that ledger around every time a transaction takes place? We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe.",Opinion,Related to Blockchain
5,https://www.nytimes.com/2022/01/24/opinion/crypto-blockchain-nfts.html,Opinion | The Strange Allure of the Blockchain - The New York Times,2022-01-24T20:35:01.000Z,By Tressie McMillan Cottom,Why the appeal of cryptocurrencies and NFTs crosses borders of class and race.,"My family managed to get together for a small Thanksgiving dinner last year. It was our first gathering since April 2020. After a big meal, my cousin only wanted to talk about one thing: cryptocurrency. He is a middle-aged Black man from New York, just a few years older than I am, but those years make a huge difference in his job security. When he came of age, he got a blue-collar job working for the city. He has worked at that job since he was 17 years old, so he will be able to retire as a relatively young man. And since the job is unionized, my cousin will retire with a pension and health benefits — the kind of pathway to economic security that is becoming increasingly rare. These days, ours is an information economy that likes credentials, which involves going to some kind of postsecondary school. Even with high wages for skilled trades, like the one my cousin used to get that union job straight after high school, blue-collar trades are a hard sell to young workers. My cousin is not exactly a dinosaur, but he is not the kind of guy you imagine day-trading or actively managing an investment portfolio. Yet he is absolutely enthused about Bitcoin. While he is figuring out his second act, he views crypto as the way to build “generational wealth” and “freedom.” I put those words in quotes because you hear them a lot in conversations around financial-sector schemes, and I am not sure they mean anything in those contexts. This week, the New York mayor, Eric Adams, is living up to his campaign promise to get his first three paychecks converted to cryptocurrency. My blue-collar cousin has a lot in common with his mayor. The allure of the next American frontier crosses all kinds of lines, including class lines. I’ll get to that in a second. Bitcoin is the most well-known cryptocurrency, but there are many others, like Ethereum, Dogecoin, and Tether, which come up a lot among my peers. Some people talk about crypto as being revolutionary because it promises to democratize access to financial markets and give individual investors control of their destiny. In an adjacent space, nonfungible tokens — or NFTs — promise something similar. NFTs are like coupons that represent an underlying object, like a piece of artwork, although they could represent almost anything. For my part, the discussion over Thanksgiving leftovers brought home a data point about women’s and people of color’s interest in cryptocurrency. A 2021 survey found that the people who trade crypto are a far cry from the young, white, male image of a techbro: The average cryptocurrency trader is under 40 (mean age is 38) and does not have a college degree (55 percent). Two-fifths of crypto traders are not white (44 percent), and 41 percent are women. That survey captured a lot of people, like my cousin. What fascinates me is how widely crypto and NFT talk has diffused, and so quickly. It is not often that I hear the same branding from lower-income people of color that I also hear from high-earning white peers with advanced degrees. Depending on your consumer profile — biographical data like your age, race and gender, plus your purchasing habits — you probably hear about these financial instruments from online ads, social media groups, and peers who are early adopters. I hear about crypto from my educated, high-income academic and writing friends who also shop at Target a lot. I also hear about crypto from financial advisers and college classmates who share stories about making a lot of money mining crypto and trading NFTs. But because of my racial and geographic identities, I also hear about crypto from my working-class friends and family. They are getting messages about crypto from Facebook and Instagram and their friends who have moved on from candle-leggings-timeshare-jewelry multilevel marketing schemes to trading Dogecoin. Crypto and NFTs might be the only thing these diverse groups share in common. For that reason alone, the explosion of these technologies deserves some sociological attention. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe.",Opinion,Related to Blockchain
6,https://www.nytimes.com/2021/01/26/technology/what-is-blockchain.html,What is a Blockchain? Is It Hype? - The New York Times,2021-01-26T18:10:35.000Z,By Shira Ovide,A technology based on a decentralized network may offer more control over what people do online.,"This article is part of the On Tech newsletter. You can sign up here to receive it weekdays. Maybe you’ve read about the blockchain and don’t get the fuss. (I am sheepishly raising my hand.) Maybe you’ve never heard of it. My colleague Nathaniel Popper will explain what you need to know and separate the blockchain hope from the hype. Nathaniel spoke to me about why some technologists can’t shut up about the blockchain and, in researching his latest article, what he found about how it might — or might not! — help people remodel the internet with less control by giants like Google and Facebook. Shira: I need this explained to me repeatedly. What is the blockchain? And how is it different from Bitcoin? Nathaniel: The blockchain in the simplest terms is a ledger — a method of record keeping — that was introduced to the public by Bitcoin, which is a cryptocurrency. Unlike conventional records kept by one bank or accountant, the blockchain ledger uses a bunch of computers that each add new entries visible to everyone. The blockchain design that Bitcoin inspired has been adapted for other kinds of records. The underlying principle is there is no central authority controlling a single ledger. Everyone who is part of the system controls a decentralized and shared record. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe.",Technology,Related to Blockchain
7,https://www.nytimes.com/2024/01/26/podcasts/hard-fork-ai-news-media-a16z-chris-dixon.html,Mediapocalypse Now  a16z’s Chris Dixon Defends Crypto  and HatGPT - The New York Times,2024-01-26T10:01:44.000Z,"By Kevin Roose, Casey Newton, Davis Land, Rachel Cohn, Kate LoPresti, Jen Poyant, Dan Powell, Elisheba Ittoop, Marion Lozano and Corey Schreppel",Strangely a lot of pro wrestling in this episode.,"Listen and follow ‘Hard Fork’ Apple | Spotify | Amazon | YouTube Hosted by Kevin Roose and Casey Newton Produced by Davis Land, Rachel Cohn and Kate LoPresti Edited by Jen Poyant Original music by Dan Powell, Elisheba Ittoop and Marion Lozano Engineered by Corey Schreppel Layoffs are hitting newsrooms and publishers again, as tech platforms, ad markets and artificial intelligence reshape the internet. Kevin Roose and Casey Newton have ideas for solutions. Then, one of the most influential investors in crypto companies lays out where the industry went wrong, and why he still thinks blockchains are the future. And finally, a round of HatGPT with the week’s tech headlines, including a spicy LinkedIn post and an A.I. test that disturbs Kevin and Casey’s sense of reality. Image Credit...Photo Illustration by The New York Times; Images: gemenacom/Getty Images, Natasha Kaufman/Getty Images Today’s guest: Chris Dixon, partner at Andreessen Horowitz Additional Reading: Layoffs hit publishers including The Los Angeles Times and Sports Illustrated, while Pitchfork is being wrapped into GQ. “Read Write Own: Building the Next Era of the Internet,” by Chris Dixon Test Yourself: Which Faces Were Made by A.I.? We want to hear from you. Email us at hardfork@nytimes.com. Find “Hard Fork” on YouTube and TikTok. Credits “Hard Fork” is hosted by Kevin Roose and Casey Newton and produced by Davis Land and Rachel Cohn. The show is edited by Jen Poyant. Engineering by Chris Wood and original music by Dan Powell, Elisheba Ittoop and Marion Lozano. Fact-checking by Caitlin Love. Special thanks to Paula Szuchman,Pui-Wing Tam, Nell Gallogly, Kate LoPresti and Jeffrey Miranda.",Podcasts,Related to Blockchain
8,https://www.nytimes.com/2022/06/15/business/dealbook-dc-cryptocurrency-task-force.html,As Crypto Tanks  Tech Veterans Question Blockchain’s Promise of Economic Salvation - The New York Times,2022-06-15T12:00:09.000Z,By Ephrat Livni,Crypto fans say the technology promotes financial inclusion. Critics contend that the space is rife with predators putting unwary investors at risk.,"Crypto champions say that digital assets can bring excluded communities into the financial system and help marginalized investors to grow wealth. But some critics question whether the new tools present a true opportunity or a threat. “Predatory inclusion” is the concept of increased access to products or services — only on exploitative or dangerous terms that in fact undermine the potential benefits. The phrase has been applied to housing and education loans targeting minorities. Increasingly, it also comes up in discussions of crypto, said the veteran tech journalist and New York Times Opinion podcaster Kara Swisher at a task force on the future of money at the DealBook D.C. policy forum last week. Image Kara Swisher, the technology journalist and New York Times Opinion podcaster, at the task force on the future of money at the DealBook D.C. policy forum last week. “There’s been a really growing anti-crypto movement among a lot of really old-school internet people,” she said.Credit...Valerie Plesch for The New York Times “There’s been a really growing anti-crypto movement among a lot of really old-school internet people,” Ms. Swisher said. Noting that the crypto space is rife with scams, she added that predatory inclusion “is actually real.” But Cleve Mesidor, a Black woman who leads the nonprofit Blockchain Foundation, challenged the notion “that we’re now being fooled in some way.” She says she believes that the concerns about predation are premised on a false assumption. “The reality is that Black and Latino innovators and investors lead adoption in the space. We’ve been doing that over the last five to eight years, and we’ve been doing that by educating our communities,” Ms. Mesidor said. “The biggest risk to my community, my contemporaries, has been traditional finance.” We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe.",Business,Related to Blockchain
9,https://www.nytimes.com/2021/04/20/business/lvmh-richemont-prada-blockchain.html,LVMH  Richemont and Prada Unite Behind a Blockchain Consortium - The New York Times,2021-04-20T16:12:55.000Z,By Elizabeth Paton,The rivals put in place a system to help luxury shoppers authenticate their goods.,"Three rival names in the European luxury sector have established a new blockchain consortium that will allow shoppers to track the provenance of their purchases and authenticate goods. LVMH Moët Hennessy Louis Vuitton, which first unveiled plans for a global blockchain-based system in 2019, will be joined by Prada Group and Compagnie Financière Richemont in the Aura Blockchain Consortium, a nonprofit group that will promote the use of a single blockchain solution open to all luxury brands worldwide. Many sectors are looking at the possibility of using blockchain, the distributed ledger system that underpins Bitcoin and other cryptocurrencies. Because blockchains are unchangeable and decentralized, the data stored on them is trustworthy and secure. In this case, each product will be given a unique digital code during the manufacturing process that will be recorded on the Aura ledger. When customers make a purchase, they will be given login details to a platform that will provide the history of the product, including its origin, components, environmental and ethical information, proof of ownership, a warranty and care instructions. Bulgari, Cartier, Hublot, Louis Vuitton and Prada are already using the system, with “advanced conversations” being held with a number of other luxury brands, according to a statement released Tuesday. Participating luxury brands pay an annual licensing fee and a volume fee. Aura, based in Geneva, was developed in partnership with Microsoft and ConsenSys, a blockchain software technology company in New York. “The Aura Consortium represents an unprecedented cooperation in the luxury industry,” said Cartier’s chief executive, Cyrille Vigneron, adding that he invited “the entire profession” to join the consortium. “The luxury industry creates timeless pieces and must ensure that these rigorous standards will endure and remain in trustworthy hands,” he said.",Business,Related to Blockchain
10,https://www.nytimes.com/2022/06/16/opinion/crypto-terra-luna-blockchain.html,Opinion | Yes  Crypto Is Crashing Again. Blockchain Will Survive. - The New York Times,2022-06-16T09:00:18.000Z,By Maria Bustillos,Dont be distracted by the shenanigans going on in the casino. ,"This week, the crypto market plummeted for the second time in a month, in tandem with a sharp drop in global stock markets. The collapse, not the first of its kind, showed again how the violent swings of a largely unregulated market warp the development of a transformative technology. But crypto is just one aspect of the larger blockchain universe. Its skeptics and fans alike must learn to see it as a technological experiment, instead of just a blatant scam or a speculative path to riches. Why has the market fallen apart in such spectacular fashion? The first recent crash, when the cryptocurrency market plunged 36 percent in a week in May, offers a clue. The collapse was largely set off by the death spiral of a cryptocurrency system called Terra Luna, made up of the coin Luna and its associated stablecoin, TerraUSD. At its dizzying heights in the spring, it represented roughly 3 percent of the total crypto market. Fear spread throughout the exchanges, and with it came panic selling. After the second crash this week, the cryptocurrency market is still worth in total nearly $1 trillion (about one-third of last November’s peak). Only a few of the 19,000 cryptocurrencies that have been created since 2009 are now worth billions. Most have failed. The crypto market is wildly volatile not because of cryptocurrency’s underlying technology, but because of the uneasy and often dangerously unstable junction between emerging technologies and regular money. Viewed from the long perspective of market history, this instability isn’t remotely new. In the late 1990s and early 2000s, internet stocks were a white-knuckle ride, just as crypto is now. Back then, too, hucksterism was rampant, the atmosphere was like a casino, and almost any idea with an “e” in front of it — no matter how reckless or silly — attracted attention from investors and the news media. Seemingly every day, fortunes were spectacularly made and lost. But even as Napster, Webvan and eToys flamed out, a revolution was taking place. Despite all the shenanigans going on in the casino, real and lasting companies, publications and communities were built and thrived online. The internet survived, more or less. Terraform Labs, the company behind TerraUSD and Luna, was founded in 2018 by Do Kwon, a computer scientist and entrepreneur in South Korea. Mr. Kwon, now 30, is a notoriously brazen hustler who has made waves for calling his critics “poor” and “cockroaches.” But despite his lack of polish, and the early warnings from developers and analysts about the technical weaknesses of his plans, he succeeded in raising $200 million in venture capital from 2018 to 2021. His company boasted of reaching an elusive goal in crypto, namely, the establishment of a truly “decentralized” stablecoin. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe.",Opinion,Related to Blockchain
