"Link","Type","Author","Date","Content","Id","Hashtag","Category"
"https://www.facebook.com/groups/371911201064353/?multi_permalinks=968881448033989&hoisted_section_header_type=recently_seen&__cft__[0]=AZVh_T92BKWldvDa1tHI3wDhQtHzh_odDzn0PoXyyd5yBmjzZ7aB3mLGHOUECXNEh2lH-uos091v3iTXrDJSzm2Ye_JWK87CCGIrPm9QIWvvzrdDqjyZD-8RSSm0MBnDlY7HWrdsde3CEnkdrHHrjSeUNkXbLWlUTZfatdwQ4iUsAdrGFxMDZmlA33JF7TUj1wfT_S1-zEdo_Ap7wuBJxWTN25GfKx0EU7ImOM9fRfO20_xxwu-VAHxa8DAUa2xueMs&__tn__=%2CO%2CP-R","Facebook post","Nguy?n Tùng/Pi Network - Trao ??i & Mua Bán","18-05-2024","18-5-2024 . #pinetwork #web3 #blockchain #picoin #picoinvietnam","371911201064353/968881448033989","#pinetwork, #web3, #blockchain, #picoin, #picoinvietnam","group-post, contains-image, contains-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid029oG2TWE58oyJjZoeKMUR3Zy3p1C5keyPCtJUsV4fiykPJSYtjFnC2ezr8qMT7pvMl?__cft__[0]=AZVjGaHyBCFH2obOtMWaF2KD_I8ZqX6SAe8dWHa5vr-uGLUWyy6C4W4Av4WgNiALt_DYLJOagm2jmvDbECekNg1jb7y-6ob4ozfgnGB7XArDbvLYznE6zZU_P_Sfr1r47CvVB-y83hGTBcI_gjFJtGT1vuIio3ac3EW_y7s0psBFb27MsTOJkdLt67buyZVGBEyoj0r7Ca4xm1obIsYcI75Y&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","29-04-2024","Our latest Blockchain Bylines podcast is live!
Join Nic Cary and this month's guest, former Chief Content Officer at CoinDesk, Michael Casey. The pair discuss the critical topic of internet sovereignty and the role that decentralised and open source technology will play in our digital future 
Listen: https://open.spotify.com/episode/5mN84Tr3hGlRAsjOFO748a...","pfbid029oG2TWE58oyJjZoeKMUR3Zy3p1C5keyPCtJUsV4fiykPJSYtjFnC2ezr8qMT7pvMl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid02KAFbmAmWzTkStYgvggmyQwcyCeMuktWYQPyg2X6Wz53GRFcMY64rv5rpUwZvaafyl?__cft__[0]=AZXKFKDguo6w4NUWm2LhF4PKoQKWeG1ZAqkRvYkMrVbqh7RpvXkD6-I5dp_35CqJN3SmuERR-mPW2AZNkmlj6EI67C1PjKJy9jC26e1J0V-jGyl00tsWwLuekUVGKJFUqnp6YN3HMATk0SAH8c_qHIdXojvHu4CUC2wsuyta5fYOxPF4RTuN-LhKmkJ95mMbi2p-_CEyw5CRTl2YbB0PBWXG&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","09-05-2024","Sun's out = Blockchain.com hat out ","pfbid02KAFbmAmWzTkStYgvggmyQwcyCeMuktWYQPyg2X6Wz53GRFcMY64rv5rpUwZvaafyl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid02sPPCTq4G2ziFcigF3Sryjjg5QXtXv1Mt3QM9vVBBRESY4GidNY9nk7VWvF65hvmGl?__cft__[0]=AZWG4BTbNsDbZcPT-BetruEnnI3F3ifS4CCPDwXqxSsWUa0e2_kMMiAAoHT4pTJ2mVfZBCFeOdpudyr05WCr9BvipaW5OR4i0_gL7gHnLxEUpwdrx-hzMDhdj3T9qM90SEBk47xx0xyGU_3oT4jnB60WcJvIleCysJuTngkcL0KAa0LhjK5-5jGdFH2V8IqhFgPXoo6Tj0wtmw1ls8g2yrzW&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","17-05-2024","drop your favorite crypto memes of the week","pfbid02sPPCTq4G2ziFcigF3Sryjjg5QXtXv1Mt3QM9vVBBRESY4GidNY9nk7VWvF65hvmGl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid02Rttz47TMmaeVacgj3VEWWQD8tFAafWPRGNya8pc1xMwX4Q7CfKhUxDf5sdAi8CJLl?__cft__[0]=AZWOeryefGZvkAQKs_fHAdpEyHMa8R_R6aHNJIGAc6Iq8m-6pmrFrTVHuM8k4C8UC3oMUSg4t2aWZx4Sg2Gvi0X3nG4B-6fo4qlObPouBDeN_9sRRNGkxd7eyIm0K0wteZmTL9F8uSVZH1SlVI1sDMA7IpktX3hGB153Nf33Tl8xz_nUCkq5mZ6Y7ENEE_GH94wJryQt-NZBnuv-hPBm14iz&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","01-05-2024","The performance of the crypto market was relatively subdued throughout April, with a few notable exceptions: 
Whilst TRON only experienced a decrease of -3.29%, Bitcoin, Ethereum, and NEAR Protocol saw declines of -13.13%, -14.35%, and -14.9% respectively. 
 How are you reacting to the recent drop?","pfbid02Rttz47TMmaeVacgj3VEWWQD8tFAafWPRGNya8pc1xMwX4Q7CfKhUxDf5sdAi8CJLl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/groups/257717734073180/?multi_permalinks=292494210595532&hoisted_section_header_type=recently_seen&__cft__[0]=AZUdgyDt2pDsJ3Aa8U4VQPP8DGivMweJXZQ36G1E-jbWPuZEWJ_2g10RwcM3ng0SpeBTvclzp_NQfu6rrPxvv6j26VahLZXJvtySXdmkcwUaPyZM1xOBXPTGfcQD3CO7yQ_PSLWlsOQyRaJLRBwpGm1oVfwvzju4piVZVQRSixCHovGd-CPawv0U-qIEaEcF6_7QIq5Swnk73_gEbS-Oyjk0&__tn__=%2CO%2CP-R","Facebook post","Jill Matty/ELON MUSK QUANTUM-AI INVESTMENT PLATFORM.","17-05-2024","If I was a robot everyone would love to turn me to a Clown, Slave and frustrate me. This is what everyone on earth does and they pretend to love you.
.
.
.
.… See more","257717734073180/292494210595532","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/groups/257717734073180/?multi_permalinks=292550120589941&hoisted_section_header_type=recently_seen&__cft__[0]=AZUs2pRVlLOu3DMvAReef2jv4cSJV9ucr3zr2K8r7lkjMarSMxvUtQLk5bJsY4TUNtcIQ0Pn1Wq17oPOg2IRslKzkS160GgfJ9Hiz6GHrrN4FODusE7iqvkQ9gg71317DRInx5PNgmVkwTl8xeRXAiyHqEbHG_vDJ4y9rboXKPbtdQm2xnzl7Sr-SwbQ4lVZ92iuTQ90iWGvDBJQaNgqn4rm&__tn__=%2CO%2CP-R","Facebook post","Leah Macintosh/ELON MUSK QUANTUM-AI INVESTMENT PLATFORM.","17-05-2024","Don’t really have much to say am so excited right now I just want to thank  Mrs Jill Matty  for making this possible through her coaching and mentorship can’t still believe I made $6000 in 48hours  am so happy 
 am super happy
.
.
.
.… See more","257717734073180/292550120589941","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/jambotechnologyofficial/posts/pfbid0t6mwT6e7ADLLiqKPWvCrvousTtmZdmRJVFhZ1UKCeig2sqhAa9DS6uGXTW2dJr6cl?__cft__[0]=AZVwDokO8TokgE9nUqxQsOfAGzh5haeHWVa3-FKNvN5un0TioZCv149giQKYey9KOP660q4fTJxam31jTXMjhXgCSgdNGrY0S3l4FNj-vAa4TFhpmDzeH9-7Le8t6aME0z4yRNqEziSnuWtU0oeHPyP_2iJc4yBxIDVZstg01iagr7OlCf972xfHLKt2nf9W_-mY4yg5CQ1VuafyCf6bXddm&__tn__=%2CO%2CP-R","Facebook post","Jambo Technology","18-05-2024","Reviews that make our day brighter! 
 Thank you for sharing your experience with us. Your feedback keeps us inspired and motivated to serve you better! 
#CryptoRevolution #DecentralizedDreams #ChainInnovation #DigitalDisruption #Blockchain #CryptoCommunity #BlockchainExplorers #DecentralizedFuture","pfbid0t6mwT6e7ADLLiqKPWvCrvousTtmZdmRJVFhZ1UKCeig2sqhAa9DS6uGXTW2dJr6cl","#CryptoRevolution, #DecentralizedDreams, #ChainInnovation, #DigitalDisruption, #Blockchain, #CryptoCommunity, #BlockchainExplorers, #DecentralizedFuture","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/groups/257717734073180/?multi_permalinks=290767130768240&hoisted_section_header_type=recently_seen&__cft__[0]=AZUAVtY0QO9gVU34vxgFMJOVBQ-QT3DKF5T3K3nGqTGXsKlcmxE2dznVYeFQm8TMtRi7BtlHaFK938fKOBZAwj9mX66vAPy6kNQ5OjqMXeiLUj9FREoWUUJgOvIvTtqEL-zbFN6jYbAk8rnYB6Fx77BHa-VpHg36178-hzwDKULuQT3IkgG8dsBO5HeG8DbPZv8pbF20rdogwey40fGCSM5w&__tn__=%2CO%2CP-R","Facebook post","Harold R. Ward/ELON MUSK QUANTUM-AI INVESTMENT PLATFORM.","15-05-2024","Wow congratulations 
 to myself I have done it in my life, For years now I have never regret a single day been in business with you and your wonderful trading platform I just want to say thanks to jillmatty , I am so happy for the Great opportunity he have  gave to me, I just received another profit last week, and i have been able to get my self a new house 
 with the profits I made through ELON MUSK QUANTUM-AI INVESTMENT PLATFORM.  thank you so much ma'am, I will keep in… See more","257717734073180/290767130768240","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/srpcoin/posts/pfbid031z9RjQvyu18hQJADVZNZ3Xs6iSc52S76MFAv1xvM7Zj4esF4TMi8w3feMG3ntrgNl?__cft__[0]=AZVwdcwKNIGZKxh13BpGtorbrjhctxi8KUgR0u9VlciyxZLOBUESSqtvQ0pB9txSFTg2ZHVNu9y55P5S28tvvbB3Lu2eWsNLAzcMADsa0gZyVQTfrhhtIukrlPrRcqf6Rp-gAyIP6eIAS8B90lAfqOE7ndSQe7znbs2d4i2dE-bKSOvKhRKGi8-wAZibbDLi4Xh8MQYMqmNa1HQyjZSY-JlR&__tn__=%2CO%2CP-R","Facebook post","SRP Coin","16-05-2024","SRP Coin (SRP) IS LISTED ON DEX-TRADE
The following pair is supported:
SRP/USDT
Why Trade with Us?… See more","pfbid031z9RjQvyu18hQJADVZNZ3Xs6iSc52S76MFAv1xvM7Zj4esF4TMi8w3feMG3ntrgNl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/web3ducationxyz/posts/pfbid02DDaudYpo4Eg43DRqPMFbZf9GkDrdjcByhVwmyJXizh9U3oFWhEBgZFBTLds4UJQUl?__cft__[0]=AZWPa22zYml0Cv_KrSqNu-A3d1O-PSVFbB5xaqSHGBuQDIkRiWWoAXaxQvlFguu-NlDRu1S2khqmFv6suLi_WYOhLLx-lBBvlBd1pq1aphTi18RjBcnE8s-sWEOe3L3wtc_zjiB1mXOLUQtUTdsEGVwO2G2QY2vianWCWiaO15aARarL_-uK56HoJ7ArKJ_kzv5dRj5UXPj-sYSEe-GPbqp4&__tn__=%2CO%2CP-R","Facebook post","Web3ducation","15-05-2024","Oh boy oh boy 
#Web3ducation #Blockchain #NFTs #web3ducation #Bitcoin #CryptoWonders #cryptocurrency #web3 #web3education #blockchain #SatoshiNakamoto #cryptomemes #web3memes","pfbid02DDaudYpo4Eg43DRqPMFbZf9GkDrdjcByhVwmyJXizh9U3oFWhEBgZFBTLds4UJQUl","#Web3ducation, #Blockchain, #NFTs, #web3ducation, #Bitcoin, #CryptoWonders, #cryptocurrency, #web3, #web3education, #blockchain, #SatoshiNakamoto, #cryptomemes, #web3memes","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/groups/833211996779274/?multi_permalinks=6944076419026104&hoisted_section_header_type=recently_seen&__cft__[0]=AZU9vGtHZBcHUmAyxSX2rebpKQGPGBdPc0TWvBBog22KLefX8I9llv7FKKQIT125XaviBpPKmhVdTHm6FuPw4YXFRts3hBQZGskqmUTlVrLK2P3w71svCbz5GSfTLgbblH0Qjmrv2eULJStkl6uIm-9yrtyjYaN2RmhgMhjDqwHtX_IlPuwqVQv7FVmW7Y00mgTsl_9HlmD5YXZhFUSW7SWeniLGGMWdVavUeV3aB27VYUSznk__tQ2kBb4lA893yqg&__tn__=%2CO%2CP-R","Facebook post","Atallia Exchange/Blockchain & Cryptocurrency","16-05-2024"," Seeking a game-changing advantage? Dive into Atallia Pro's #Blockchain expertise and propel your #business forward in today's high-speed market. Embrace #innovation, seize #success! 
 Join us at: https://atalliapro.com/
#AtalliaPro #DigitalAssets #Coin #Trading #Crypto #Bitcoin #Cryptocurrency #CryptoTrading #CryptoExchange #Blockchain #CryptoSharks","833211996779274/6944076419026104","#Blockchain, #business, #innovation,, #success!, #AtalliaPro, #DigitalAssets, #Coin, #Trading, #Crypto, #Bitcoin, #Cryptocurrency, #CryptoTrading, #CryptoExchange, #Blockchain, #CryptoSharks","group-post, contains-image, contains-hashtag"
"https://www.facebook.com/nexablock/posts/pfbid0bZ9RK29MjYdSa21uy5Yr2McYAKFkhPHQYTSgnDscTTK9xrropeh5SiqqPSJrD7fml?__cft__[0]=AZXBZU53weLwQOUG1XhKVhXUSV735oYOPB-K-j8gpRz55tGTAap1_p3Bqm3azDW4aDUQsVMuL69amXYBJjSDaIoERkXkgUnziBWk-osQJUuc4oycHL-fy7XXAqBilyNeNk6u_L8qXJZi3vUQQ-nPM7NmIWXq6AHb1eWFhBVf2vOefT96vR5OKCwdpBftitVdcwo16A9DlSYXIcjFxIL8eg4l&__tn__=%2CO%2CP-R","Facebook post","Nexablock","18-05-2024","Hold onto your hats, blockchain enthusiasts! We're thrilled to announce that Nexablock Version 2 is on the horizon, bringing with it a wave of new features and benefits that will revolutionize your blockchain experience!
 What's in Store?
Innovative Features: Stay ahead of the curve with cutting-edge functionalities.… See more","pfbid0bZ9RK29MjYdSa21uy5Yr2McYAKFkhPHQYTSgnDscTTK9xrropeh5SiqqPSJrD7fml","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/groups/257717734073180/?multi_permalinks=291643277347292&hoisted_section_header_type=recently_seen&__cft__[0]=AZUO8P9XzkB_Y4PrN1o0HK3cZZ3RWn4FdB5EELrvQ-5H7pKP2E2b1yhnVeIEZGaHb-5UsCE4GSBwE7HHyagmBqSY7MRqcxLYcBPYqI2VzlRT0d_dFQ10Y95uMMpifl9QyPUTSsuAmvMNPUFwECSBkMjmjdTJtgKOXwDq8H1PxxrIMNFDE020z0zQEpmVdi0Ytq9X5-_xQ2lfqID8_7iJOHB8&__tn__=%2CO%2CP-R","Facebook post","Jill Matty/ELON MUSK QUANTUM-AI INVESTMENT PLATFORM.","16-05-2024","GET A BRAND NEW TESLA CAR! AND $300,000 BY TYPING DONE message me directly in my inbox by typing done first 100 fans
@everyone
#Arkansas #California #Colorado #Connecticut, #Kentucky #Louisiana #texas  #Missouri #Montana #Indiana  #Nevada #NewJersey 
#crypto #blockchain #technology #success #conference #toronto #canada #usa #texas #florida #Arizona #california #unitedkingdom #london #Ohio #Georgia #california #florida","257717734073180/291643277347292","#Arkansas, #California, #Colorado, #Connecticut,, #Kentucky, #Louisiana, #texas, #Missouri, #Montana, #Indiana, #Nevada, #NewJersey, #crypto, #blockchain, #technology, #success, #conference, #toronto, #canada, #usa, #texas, #florida, #Arizona, #california, #unitedkingdom, #london, #Ohio, #Georgia, #california, #florida","group-post, contains-image, contains-hashtag"
"https://www.facebook.com/lithertheofficial/posts/pfbid0zzNj8fDU4XTLeiFq828v3P8dK9GdX5qotaexB8gpamUAhAuQ63aMZhzfRzhfRPFMl?__cft__[0]=AZV8-bWa1jFCcF9X8j5uji3OHYaPuhGpS5UupQC6a_EmVAIZBfeF6XmZodQfqjdSLW0RQMubAXmNZjJiBrVUNWera_5_SEVj8Yfv-DSqZF3G82aB5ZJMrU_eC5JXLLNL59djjaYpz9w57edkAkPpDqyv3PPfVtkPPv0qI_SsgtN4dPgh34aZdK5LMwFoNRDfw9ERWksOJVB-QZDJkxWjQ2g_&__tn__=%2CO%2CP-R","Facebook post","Lither","15-05-2024","Lither and Ramestta have teamed up for a strategic partnership. Lither's super-secure blockchain and Ramestta's super-fast network are teaming up to make crypto even better. Exciting times ahead in crypto innovation!
. 
.
#lither #ramestta #blockchaintechnology #blockchain #cryptocurrency #lithermine #partnership","pfbid0zzNj8fDU4XTLeiFq828v3P8dK9GdX5qotaexB8gpamUAhAuQ63aMZhzfRzhfRPFMl","#lither, #ramestta, #blockchaintechnology, #blockchain, #cryptocurrency, #lithermine, #partnership","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/groups/257717734073180/?multi_permalinks=291175094060777&hoisted_section_header_type=recently_seen&__cft__[0]=AZU-dVdvfi-OTb3hU1e_9qXsdg9n-Tq0HhFdkiSri5fMxIKDlygQDflmIcMlKdor7AARsYhEEcSN9cG7uhRvBPcJac_CIPdoHpwCVF_RTDhqp3hRlcI0x_f5xF6DMQmSjM8SoKACueZCxV4py6ecbb4xM9m_UKP99lpCfhFTX5dB0KhF5nnBd-21B3oqYqp85ClvdtKEANnhDeCyJElyvV2CZ1YHvW4bbuNcSalllfkPAQ&__tn__=%2CO%2CP-R","Facebook post","Alicia Stephens/ELON MUSK QUANTUM-AI INVESTMENT PLATFORM.","15-05-2024","Many thanks to Jill Matty   for the awesome trade in her company ELON MUSK QUANTUM-AI INVESTMENT PLATFORM.  the journey was easy through her am so happy
.
.
.
.… See more","257717734073180/291175094060777","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/srpcoin/posts/pfbid02EYoCi54ZFZEt2pCMSu7aHXGeq7yH3iUJ5qhQxFADd71E5ZZknTRq8unugXejHGHRl?__cft__[0]=AZXsdWFHw_-dW8AR2RJRMOuszU32QF6r7ViKOTIDZInk6HT1DznvVvbZWOy8Wa6_Jdiixzzniq5QRVzftxWYBCmhHRKCYfWRfppKAuBnhAoii6nbkD0kyehqNRsqr5MMhne952nv2iU9BdM1z-wrX2vP8CmgOTUGoX9SqU1Mkb9otVXROGKeAPjL8IhDS1OGtOAO7IUV9qC1fIdAhpCM11za&__tn__=%2CO%2CP-R","Facebook post","SRP Coin","14-05-2024","Dive into the world of SRP Coin – your gateway to decentralized finance and innovative blockchain solutions!
https://srptoken.io/introduction-to-srp-coin/
#SRP #DeFi #Depin #crypto #SRPCoin #srptoken #blockchain #cryptocurrency","pfbid02EYoCi54ZFZEt2pCMSu7aHXGeq7yH3iUJ5qhQxFADd71E5ZZknTRq8unugXejHGHRl","#SRP, #DeFi, #Depin, #crypto, #SRPCoin, #srptoken, #blockchain, #cryptocurrency","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/groups/2232835383608889/?multi_permalinks=4499238560301882&hoisted_section_header_type=recently_seen&__cft__[0]=AZVBii3HJzj5nPRsLs3iFh5GX84p53GNMDKFOnAGX0-9WYEvV-JmJxTozVJ5YXCt1FB6FAYt_941_hw7LFxpnyyq4vGUidUlVtA5NUDRkgXEuWNA8k1FMJ4uJYuv8x5YVK30xckbLsgHt1hY7yFHZii47wvTVW7KtUlNIEPegUiHOtyzlvePgcCOd-Ha12bwbrLZWbe3x03YE26ncJOHNzov&__tn__=%2CO%2CP-R","Facebook post","Samuel M Andrew/Ethereum Blockchain Technology","03-05-2024","Retrivexpert From the start, you provided me with a sensation of affirmation and trust. Your inconceivable ability, straightforwardness, and clear correspondence all through the recovery pattern of my lost resources were momentous. You kept me taught each step in regards to the way, ensuring that I realized about the progress being made , I'm at this point appreciative for the viable recovery of my resources . You really keep on achieving more conspicuous work, credit retrive… See more","2232835383608889/4499238560301882","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/ventsislavzlatkovCEO/posts/pfbid0rWVXYcFSr8YgkuJ4a47nMHHD6LWqYKtBFJBzWcLDJgGTdQEBkcGxQBPYiWocvG9vl?__cft__[0]=AZW1AdBLqjTo9no85J5LSeUSXuPW3j0fMbOTSVL8r0iSm-SwQqr0mPB7JKfEcJUjmtqGyB_tsRrmKWGeffEQ0jJVXP54dihV5QrpZ_ndv78C6btrD93f_OCWppkpHJhW5goTrE4UMSK2s0WvTcA5PX0NbaPs-ew05r8a19AqZpq8SQ&__tn__=%2CO%2CP-R","Facebook post","Polygon Oes Blockchain","15-05-2024"," **BREAKING NEWS** 
 **EL SALVADOR HAS MORE CRYPTOS, NOT JUST BITCOIN!** 
We are excited to share some incredible news shaking up the cryptocurrency world. El Salvador, known for its pioneering adoption of Bitcoin, is now expanding its crypto portfolio with an impressive collection of digital assets.… See more","pfbid0rWVXYcFSr8YgkuJ4a47nMHHD6LWqYKtBFJBzWcLDJgGTdQEBkcGxQBPYiWocvG9vl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/groups/2880705838814411/?multi_permalinks=3612060082345646&hoisted_section_header_type=recently_seen&__cft__[0]=AZWZk4RO0blBypMyLzgx5KHxaPCaZCwQThEI3ZCAYlfO6d8EP_URwiJllpb-R0OENh7zPu6smOvB1LyqzQ_bPGbQ1ATqqzGLFYVUiX5LBnNg-dsUX94GrdXLzGt5BucenBSuhSx3SXPsqjtKTG3pLXxp2KMOSDEzuq3MeoEySRmihLZMVBR6Z-qLPpSqaxk0SNZjZ0979ToIY0-B1sUNUNX2&__tn__=%2CO%2CP-R","Facebook post","Fayemi David Anuoluwa/BLOCKCHAIN.COM","15-05-2024","I’m not the kind that would write comments about things but I had to take my time to write this one! I was a scam victim, I lost all my funds to a fraudulent company But I got help and I am writing this comment today for the sake of others who got scammed by fraudulent company I got help from arianospy contact them, they will help you. You can also contact them on Instagram #TANGOHACK","2880705838814411/3612060082345646","#TANGOHACK","group-post, contains-image, contains-hashtag"
"https://www.facebook.com/Stepsys/posts/pfbid02dFDV32dupU6iqokAW7ZBV9fL1J5UwR27H2PehVgBqdgXtVLWHLcFFypd9acSv2KYl?__cft__[0]=AZW3DKVvFW3NphAkCAkBkOwf-OXJiSKarQxwWaIULr0rFB2h0DgjiDyb_AToiun4wBEAMTMM8popYEGiuirkdltnmI1tuHK0dU8sx6WqqIphthBu-bZaLB0plNQC4kF77HCjIVbxxBgaGL3xrQLiQ_m4xK13fIMRSUikvxM7PrSs5A&__tn__=%2CO%2CP-R","Facebook post","Simon Stepsys","17-05-2024","Good evening you beautiful people! 
A dinner tonight with not just Millionaires but BILLIONAIRES! to learn more & or partner with us, just comment “INFO” below 
 #blockchain #bitcoin #millionaire #billionaires #livingthedream #onelifeliveit #BeYourOwnBank #followyourdreams","pfbid02dFDV32dupU6iqokAW7ZBV9fL1J5UwR27H2PehVgBqdgXtVLWHLcFFypd9acSv2KYl","#blockchain, #bitcoin, #millionaire, #billionaires, #livingthedream, #onelifeliveit, #BeYourOwnBank, #followyourdreams","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/BlockchainAustralia/posts/pfbid02pLaB8wnEquNZA42zBCreyAg6P1kNnwiz99NC1ZggpYikHWNzNTfLabcQcooQfSqCl?__cft__[0]=AZWu8aJzAUcOvKHghqmIAkVJvXvDFhXDgLRJeOOT29HuX0wA3Sg6_K8y63GiFam3czObZ3IHqvQ878EY9DGYcmJhFcERK_myiiwDk1Z1mv6M3wUqmUgdLmWhZ4-pI9i6z0DM_Jgz2KR-MPHUwByezmMRezqiojDs7OnDpytsCSE8pvPPa5JLUFU61vvSlcPIYHimdX9zUal6FarLQ8P0bO5J&__tn__=%2CO%2CP-R","Facebook post","Blockchain Australia","09-05-2024","Exciting news! Olliv Bitcoin ATM digital currency kiosks, a proud member of Blockchain Australia, is undergoing a rebranding transformation to CoinFlip (also known as ‘Bitcoin ATMs’). Read the below PR release to learn more about this transition and how it will improve accessibility to digital currency in Australia and New Zealand.
https://www.aap.com.au/aapreleases/cision20240506ae03961/","pfbid02pLaB8wnEquNZA42zBCreyAg6P1kNnwiz99NC1ZggpYikHWNzNTfLabcQcooQfSqCl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/groups/833211996779274/?multi_permalinks=6891555934278153&hoisted_section_header_type=recently_seen&__cft__[0]=AZWuOon3UUiMLmutdcwI0bOrx_OXo3fTzPwM3R3rjyExBcbMSF3Ejusn2AZQCAw6hzAoL_ffdMDL10E1ge_ToAaMq8aJNb2CPQq7IwmGKCo55JpUL8CgQEE1AyYEKxLnQw_pCCzpQfCDBcm0U3DCnjKG6cOGNgxxbrXk6IZa2vNsFCtqDRDh0o701c14LNyM_79wDHa7PHhjftBVa1a5ksiu&__tn__=%2CO%2CP-R","Facebook post","Fati Bako/Blockchain & Cryptocurrency","05-05-2024","I need 80 active members for a new project.
Daily payment:600USD
     Yes to be added","833211996779274/6891555934278153","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/cccomtr/posts/pfbid0NvTN5KdPJbKwUMPAZRXgVtHWZNNa9yuGJR9qZrYJzPMoFacyKs6zwyymmcDRmjZbl?__cft__[0]=AZW6XtVNEUWPqGXKAGMcmIaiPtLnEBwEPhWqsI3zHWgUuquhO1KO4BXjenqRm3yQXpKtJpBoKvW9VqFbP_62oUjllHDehHe7GxFyjY9Ut61WkY511JMAGe3E-U7Q2rKpklQe-9PyCyx-u0Yfe8Km9l_YRnJgo2ucmWVYA63emejVHafUmPMZqB4M7Na9Z9haLH5aatyOyPaCdmjx7ShA-qte&__tn__=%2CO%2CP-R","Facebook post","Cryptocurrency News","11-05-2024"," Cryptocurrency News ? 
IT'S TIME TO PREPARE RIGHT NOW, This Will Happen BEFORE YOU KNOW IT, The Potential Is HUGE
#cryptocurrency #cryptonews #cryptocurrencynews #bitcoin #litecoin #dogecoin #ethereum #blockchain #crypto #btc #investors #investment #nft #cryptocurrencies #cryptotrading #startup #technology","pfbid0NvTN5KdPJbKwUMPAZRXgVtHWZNNa9yuGJR9qZrYJzPMoFacyKs6zwyymmcDRmjZbl","#cryptocurrency, #cryptonews, #cryptocurrencynews, #bitcoin, #litecoin, #dogecoin, #ethereum, #blockchain, #crypto, #btc, #investors, #investment, #nft, #cryptocurrencies, #cryptotrading, #startup, #technology","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/vrcnetwork.offcial/posts/pfbid02tANtBL1QXGX9YagDDjSabPkF5Dbcu4fwhenQ21ojWveu7GzjTVDaGUUm2kEJhGkNl?__cft__[0]=AZVOeS16BZrneQP-503ZnmWG0d08MZuJzOmfbwAqJb-bmQm5REZoydNbSRvLPc3DbogZLO-B8i_oOd2ztnObmVXi6B_ALQ7whiesTNhF9X6IBkMnhp7rxevPN94dcVbG8XCmh3bL6ZnVsPJyDG6lEwFJN3KXva3l5lHd8pB1IA3tSx5W2zH226gpDfbIG0PDdXF7EJKnalPPTNUUgIhVGfKg&__tn__=%2CO%2CP-R","Facebook post","VRC Network","15-05-2024","Step into the future of finance with decentralized power See your wealth bloom in the glow of DeFi's possibilities! 
VRC App: 
https://v20network.page.link/tobR
Website: 
https://v20.network
#… See more","pfbid02tANtBL1QXGX9YagDDjSabPkF5Dbcu4fwhenQ21ojWveu7GzjTVDaGUUm2kEJhGkNl","#…","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/groups/257717734073180/?multi_permalinks=291869097324710&hoisted_section_header_type=recently_seen&__cft__[0]=AZUN4LeKxf7-IGNL9yQQZalzLCNOpiT_A28rk5tI3bDUxgh85435Goik8Y25cVuQucDd_Qo6zWaYBNTt7lp6Irzd5N5wmF_Mj65S3YD8qPmWdZyAtKr6UQJ329mzMPKElKAJkecNwgz_su-279_R6eHzqyZAEQ2x5A_QK1PjXZgcwJjF5OEMiwvvSVWN32Pey-fi8zVDWWPiavVGAwnvZfko&__tn__=%2CO%2CP-R","Facebook post","Jill Matty/ELON MUSK QUANTUM-AI INVESTMENT PLATFORM.","16-05-2024","Tesla’s Robotaxi Turns Reality with an May 16 Reveal in China Amidst Government-Supported Trials.
@everyone 
#Arkansas #California #Colorado #Connecticut, #Kentucky #Louisiana #texas  #Missouri #Montana #Indiana  #Nevada #NewJersey … See more","257717734073180/291869097324710","#Arkansas, #California, #Colorado, #Connecticut,, #Kentucky, #Louisiana, #texas, #Missouri, #Montana, #Indiana, #Nevada, #NewJersey","group-post, contains-image, contains-hashtag"
